# Time-averaged data for fix rg_avg_A
# TimeStep c_rg_A
49800 32.4786
49900 32.4649
50000 32.4568
50100 32.4643
50200 32.4867
50300 32.4938
50400 32.5126
50500 32.5352
50600 32.523
50700 32.5674
50800 32.5559
50900 32.5318
51000 32.5135
51100 32.5221
51200 32.552
51300 32.5649
51400 32.5847
51500 32.5666
51600 32.556
51700 32.5358
51800 32.5005
51900 32.4998
52000 32.4737
52100 32.4555
52200 32.4487
52300 32.4532
52400 32.4532
52500 32.4454
52600 32.4259
52700 32.3644
52800 32.3161
52900 32.3221
53000 32.3325
53100 32.3441
53200 32.368
53300 32.3976
53400 32.3997
53500 32.3934
53600 32.4182
53700 32.4066
53800 32.3978
53900 32.4291
54000 32.4495
54100 32.4561
54200 32.4888
54300 32.4764
54400 32.4636
54500 32.4826
54600 32.4607
54700 32.4681
54800 32.4769
54900 32.4731
55000 32.4699
55100 32.4642
55200 32.4778
55300 32.5029
55400 32.5369
55500 32.5476
55600 32.5655
55700 32.5575
55800 32.5989
55900 32.6033
56000 32.5805
56100 32.5913
56200 32.6163
56300 32.615
56400 32.6127
56500 32.6306
56600 32.6169
56700 32.6012
56800 32.5994
56900 32.6013
57000 32.6338
57100 32.6554
57200 32.6899
57300 32.7364
57400 32.7526
57500 32.7482
57600 32.7385
57700 32.7449
57800 32.7689
57900 32.764
58000 32.7311
58100 32.7213
58200 32.7499
58300 32.7604
58400 32.754
58500 32.7567
58600 32.7598
58700 32.7418
58800 32.7437
58900 32.7484
59000 32.7514
59100 32.7387
59200 32.7697
59300 32.776
59400 32.777
59500 32.7872
59600 32.784
59700 32.76
59800 32.7816
59900 32.8108
60000 32.8443
60100 32.8276
60200 32.8465
60300 32.8681
60400 32.8586
60500 32.849
60600 32.844
60700 32.8384
60800 32.8386
60900 32.836
61000 32.8196
61100 32.8287
61200 32.8605
61300 32.8755
61400 32.888
61500 32.9214
61600 32.9334
61700 32.9264
61800 32.9533
61900 32.9373
62000 32.9144
62100 32.9233
62200 32.9283
62300 32.9312
62400 32.928
62500 32.9286
62600 32.9562
62700 32.9689
62800 32.957
62900 32.9592
63000 32.9977
63100 33.0227
63200 33.0358
63300 33.0567
63400 33.0929
63500 33.0913
63600 33.1124
63700 33.1372
63800 33.1409
63900 33.1434
64000 33.152
64100 33.1412
64200 33.1318
64300 33.1379
64400 33.143
64500 33.1358
64600 33.1241
64700 33.1457
64800 33.1525
64900 33.1845
65000 33.2329
65100 33.2766
65200 33.3465
65300 33.415
65400 33.4223
65500 33.4065
65600 33.4051
65700 33.4106
65800 33.4288
65900 33.4298
66000 33.454
66100 33.4555
66200 33.4912
66300 33.5037
66400 33.5328
66500 33.5404
66600 33.5627
66700 33.5782
66800 33.5859
66900 33.6105
67000 33.6125
67100 33.5978
67200 33.6361
67300 33.6557
67400 33.6718
67500 33.6888
67600 33.7027
67700 33.7273
67800 33.7243
67900 33.7193
68000 33.7224
68100 33.737
68200 33.7401
68300 33.7298
68400 33.741
68500 33.7422
68600 33.7656
68700 33.7934
68800 33.8515
68900 33.8477
69000 33.839
69100 33.8773
69200 33.9084
69300 33.9194
69400 33.9365
69500 33.958
69600 33.9313
69700 33.9414
69800 33.9244
69900 33.9148
70000 33.9352
70100 33.956
70200 33.9972
70300 34.0322
70400 34.05
70500 34.0675
70600 34.0359
70700 34.0282
70800 34.0265
70900 34.0274
71000 34.0476
71100 34.0371
71200 34.0199
71300 34.0351
71400 34.0459
71500 34.0801
71600 34.1054
71700 34.1351
71800 34.1196
71900 34.1259
72000 34.1307
72100 34.156
72200 34.1584
72300 34.1664
72400 34.1568
72500 34.1471
72600 34.1633
72700 34.1818
72800 34.218
72900 34.2431
73000 34.2654
73100 34.2881
73200 34.3187
73300 34.3325
73400 34.3357
73500 34.3559
73600 34.3779
73700 34.3972
73800 34.3848
73900 34.4156
74000 34.455
74100 34.4645
74200 34.4874
74300 34.492
74400 34.5036
74500 34.4971
74600 34.5085
74700 34.5571
74800 34.5648
74900 34.583
75000 34.6211
75100 34.678
75200 34.6955
75300 34.6873
75400 34.6696
75500 34.6623
75600 34.6568
75700 34.6644
75800 34.6807
75900 34.7153
76000 34.6986
76100 34.6966
76200 34.7077
76300 34.7168
76400 34.6858
76500 34.7152
76600 34.7385
76700 34.7507
76800 34.7521
76900 34.7542
77000 34.7681
77100 34.777
77200 34.7905
77300 34.8121
77400 34.8037
77500 34.7951
77600 34.7994
77700 34.7883
77800 34.8037
77900 34.8127
78000 34.8223
78100 34.8086
78200 34.8235
78300 34.8043
78400 34.8269
78500 34.8623
78600 34.905
78700 34.9415
78800 34.995
78900 35.0297
79000 35.0613
79100 35.0927
79200 35.1119
79300 35.1285
79400 35.1782
79500 35.1902
79600 35.1562
79700 35.0991
79800 35.0777
79900 35.0886
80000 35.0905
80100 35.1022
80200 35.1293
80300 35.1147
80400 35.1131
80500 35.0973
80600 35.1023
80700 35.1317
80800 35.1566
80900 35.1658
81000 35.1564
81100 35.1372
81200 35.1365
81300 35.1553
81400 35.1614
81500 35.176
81600 35.1949
81700 35.2094
81800 35.2325
81900 35.2471
82000 35.2285
82100 35.2348
82200 35.2392
82300 35.2627
82400 35.2887
82500 35.2921
82600 35.2896
82700 35.299
82800 35.2765
82900 35.2538
83000 35.2144
83100 35.1907
83200 35.2105
83300 35.2276
83400 35.1993
83500 35.1685
83600 35.1458
83700 35.1764
83800 35.1702
83900 35.1483
84000 35.152
84100 35.1227
84200 35.1197
84300 35.1236
84400 35.121
84500 35.1353
84600 35.1053
84700 35.0838
84800 35.0614
84900 35.0454
85000 35.0255
85100 34.9982
85200 34.9997
85300 34.967
85400 34.9352
85500 34.9381
85600 34.947
85700 34.9914
85800 35.0081
85900 35.0214
86000 35.0362
86100 35.0264
86200 35.0096
86300 34.9802
86400 34.9796
86500 35.003
86600 34.9862
86700 34.9861
86800 34.9488
86900 34.911
87000 34.8784
87100 34.8902
87200 34.901
87300 34.8951
87400 34.8867
87500 34.9127
87600 34.9325
87700 34.9615
87800 35.0108
87900 35.0356
88000 35.0504
88100 35.0701
88200 35.0898
88300 35.1341
88400 35.143
88500 35.1518
88600 35.1487
88700 35.1516
88800 35.1219
88900 35.1136
89000 35.133
89100 35.1503
89200 35.103
89300 35.0966
89400 35.1138
89500 35.1042
89600 35.1008
89700 35.0986
89800 35.1154
89900 35.1225
90000 35.1394
90100 35.1428
90200 35.136
90300 35.1175
90400 35.1295
90500 35.1278
90600 35.1063
90700 35.1049
90800 35.0717
90900 35.0549
91000 35.0404
91100 35.0391
91200 35.0447
91300 35.0443
91400 35.0749
91500 35.0793
91600 35.0692
91700 35.0484
91800 35.0259
91900 35.0081
92000 35.0027
92100 35.0148
92200 35.0163
92300 35.0201
92400 35.0213
92500 35.0356
92600 35.0603
92700 35.0771
92800 35.0916
92900 35.1046
93000 35.1312
93100 35.1408
93200 35.1568
93300 35.1601
93400 35.1527
93500 35.1313
93600 35.1644
93700 35.1883
93800 35.2088
93900 35.2559
94000 35.2751
94100 35.2868
94200 35.3043
94300 35.302
94400 35.318
94500 35.3536
94600 35.3896
94700 35.4151
94800 35.4158
94900 35.3982
95000 35.3749
95100 35.3743
95200 35.3723
95300 35.3806
95400 35.387
95500 35.3987
95600 35.3968
95700 35.3997
95800 35.3809
95900 35.3455
96000 35.3407
96100 35.3724
96200 35.4073
96300 35.4689
96400 35.4819
96500 35.5051
96600 35.5285
96700 35.5431
96800 35.5409
96900 35.5456
97000 35.5609
97100 35.5629
97200 35.5969
97300 35.6241
97400 35.6663
97500 35.6735
97600 35.6494
97700 35.6778
97800 35.705
97900 35.7307
98000 35.7494
98100 35.7679
98200 35.7959
98300 35.8038
98400 35.8041
98500 35.815
98600 35.8321
98700 35.8429
98800 35.8247
98900 35.811
99000 35.8219
99100 35.7899
99200 35.7799
99300 35.7873
99400 35.7912
99500 35.781
99600 35.7633
99700 35.7375
99800 35.7586
99900 35.7598
100000 35.7647
